"id","lab","taskorder","timing","age","mcorrect","frequency"
"Missouri_603","Missouri","second","delayed","6yo",1,"usually"
"Missouri_604","Missouri","first","immediate","6yo",3,"never"
"Missouri_604","Missouri","point-and-name","point-and-name","6yo",2,"never"
"Missouri_604","Missouri","second","delayed","6yo",2,"never"
"Missouri_605","Missouri","first","delayed","6yo",3,"sometimes"
"Missouri_605","Missouri","point-and-name","point-and-name","6yo",4,"sometimes"
"Missouri_605","Missouri","second","immediate","6yo",3,"sometimes"
"Missouri_606","Missouri","first","delayed","6yo",2,"never"
"Missouri_606","Missouri","point-and-name","point-and-name","6yo",3,"never"
"Missouri_606","Missouri","second","immediate","6yo",3,"never"
"Missouri_607","Missouri","first","delayed","6yo",5,"usually"
"Missouri_607","Missouri","point-and-name","point-and-name","6yo",4,"usually"
"Missouri_607","Missouri","second","immediate","6yo",4,"usually"
"Missouri_608","Missouri","first","immediate","6yo",3,"sometimes"
"Missouri_608","Missouri","point-and-name","point-and-name","6yo",2,"sometimes"
"Missouri_608","Missouri","second","delayed","6yo",2,"sometimes"
"Missouri_609","Missouri","first","delayed","6yo",2,"sometimes"
"Missouri_609","Missouri","point-and-name","point-and-name","6yo",2,"sometimes"
"Missouri_609","Missouri","second","immediate","6yo",2,"sometimes"
"Missouri_610","Missouri","first","delayed","6yo",3,"usually"
"Missouri_610","Missouri","point-and-name","point-and-name","6yo",4,"usually"
"Missouri_610","Missouri","second","immediate","6yo",5,"usually"
"Missouri_611","Missouri","first","immediate","6yo",2,"sometimes"
"Missouri_611","Missouri","point-and-name","point-and-name","6yo",4,"sometimes"
"Missouri_611","Missouri","second","delayed","6yo",5,"sometimes"
"Missouri_612","Missouri","first","delayed","6yo",2,"never"
"Missouri_612","Missouri","point-and-name","point-and-name","6yo",4,"never"
"Missouri_612","Missouri","second","immediate","6yo",4,"never"
"Missouri_613","Missouri","first","delayed","6yo",2,"never"
"Missouri_613","Missouri","point-and-name","point-and-name","6yo",4,"never"
"Missouri_613","Missouri","second","immediate","6yo",3,"never"
"Missouri_614","Missouri","first","delayed","6yo",4,"usually"
"Missouri_614","Missouri","point-and-name","point-and-name","6yo",4,"usually"
"Missouri_614","Missouri","second","immediate","6yo",5,"usually"
"Missouri_615","Missouri","first","delayed","6yo",4,"usually"
"Missouri_615","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_615","Missouri","second","immediate","6yo",4,"usually"
"Missouri_616","Missouri","first","delayed","6yo",2,"usually"
"Missouri_616","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_616","Missouri","second","immediate","6yo",3,"usually"
"Missouri_617","Missouri","first","immediate","6yo",4,"usually"
"Missouri_617","Missouri","point-and-name","point-and-name","6yo",4,"usually"
"Missouri_617","Missouri","second","delayed","6yo",4,"usually"
"Missouri_618","Missouri","first","immediate","6yo",3,"usually"
"Missouri_618","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_618","Missouri","second","delayed","6yo",3,"usually"
"Missouri_619","Missouri","first","delayed","6yo",3,"usually"
"Missouri_619","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_619","Missouri","second","immediate","6yo",3,"usually"
"Missouri_620","Missouri","first","immediate","6yo",2,"usually"
"Missouri_620","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_620","Missouri","second","delayed","6yo",2,"usually"
"Missouri_621","Missouri","first","immediate","6yo",4,"usually"
"Missouri_621","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_621","Missouri","second","delayed","6yo",3,"usually"
"Missouri_622","Missouri","first","immediate","6yo",4,"usually"
"Missouri_622","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_622","Missouri","second","delayed","6yo",2,"usually"
"Missouri_623","Missouri","first","immediate","6yo",3,"usually"
"Missouri_623","Missouri","point-and-name","point-and-name","6yo",3,"usually"
"Missouri_623","Missouri","second","delayed","6yo",2,"usually"
"Missouri_701","Missouri","first","immediate","7yo",5,"usually"
"Missouri_701","Missouri","point-and-name","point-and-name","7yo",4,"usually"
"Missouri_701","Missouri","second","delayed","7yo",4,"usually"
"Missouri_702","Missouri","first","immediate","7yo",4,"usually"
"Missouri_702","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_702","Missouri","second","delayed","7yo",3,"usually"
"Missouri_703","Missouri","first","delayed","7yo",2,"usually"
"Missouri_703","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_703","Missouri","second","immediate","7yo",2,"usually"
"Missouri_704","Missouri","first","delayed","7yo",5,"usually"
"Missouri_704","Missouri","point-and-name","point-and-name","7yo",4,"usually"
"Missouri_704","Missouri","second","immediate","7yo",4,"usually"
"Missouri_705","Missouri","first","immediate","7yo",4,"sometimes"
"Missouri_705","Missouri","point-and-name","point-and-name","7yo",4,"sometimes"
"Missouri_705","Missouri","second","delayed","7yo",4,"sometimes"
"Missouri_707","Missouri","first","delayed","7yo",3,"usually"
"Missouri_707","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_707","Missouri","second","immediate","7yo",4,"usually"
"Missouri_708","Missouri","first","delayed","7yo",3,"usually"
"Missouri_708","Missouri","point-and-name","point-and-name","7yo",4,"usually"
"Missouri_708","Missouri","second","immediate","7yo",2,"usually"
"Missouri_709","Missouri","first","immediate","7yo",3,"usually"
"Missouri_709","Missouri","point-and-name","point-and-name","7yo",2,"usually"
"Missouri_709","Missouri","second","delayed","7yo",1,"usually"
"Missouri_710","Missouri","first","immediate","7yo",3,"usually"
"Missouri_710","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_710","Missouri","second","delayed","7yo",2,"usually"
"Missouri_711","Missouri","first","immediate","7yo",2,"usually"
"Missouri_711","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_711","Missouri","second","delayed","7yo",2,"usually"
"Missouri_712","Missouri","first","delayed","7yo",3,"usually"
"Missouri_712","Missouri","point-and-name","point-and-name","7yo",4,"usually"
"Missouri_712","Missouri","second","immediate","7yo",4,"usually"
"Missouri_713","Missouri","first","delayed","7yo",4,"sometimes"
"Missouri_713","Missouri","point-and-name","point-and-name","7yo",4,"sometimes"
"Missouri_713","Missouri","second","immediate","7yo",5,"sometimes"
"Missouri_714","Missouri","first","immediate","7yo",5,"usually"
"Missouri_714","Missouri","point-and-name","point-and-name","7yo",5,"usually"
"Missouri_714","Missouri","second","delayed","7yo",5,"usually"
"Missouri_715","Missouri","first","immediate","7yo",4,"usually"
"Missouri_715","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_715","Missouri","second","delayed","7yo",4,"usually"
"Missouri_716","Missouri","first","delayed","7yo",4,"usually"
"Missouri_716","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_716","Missouri","second","immediate","7yo",4,"usually"
"Missouri_717","Missouri","first","delayed","7yo",4,"usually"
"Missouri_717","Missouri","point-and-name","point-and-name","7yo",4,"usually"
"Missouri_717","Missouri","second","immediate","7yo",5,"usually"
"Missouri_718","Missouri","first","immediate","7yo",4,"usually"
"Missouri_718","Missouri","point-and-name","point-and-name","7yo",3,"usually"
"Missouri_718","Missouri","second","delayed","7yo",3,"usually"
"Nebraska_01","Nebraska","first","immediate","7yo",4,"usually"
"Nebraska_01","Nebraska","point-and-name","point-and-name","7yo",3,"usually"
"Nebraska_01","Nebraska","second","delayed","7yo",4,"usually"
"Nebraska_02","Nebraska","first","immediate","6yo",3,"sometimes"
"Nebraska_02","Nebraska","point-and-name","point-and-name","6yo",4,"sometimes"
"Nebraska_02","Nebraska","second","delayed","6yo",1,"sometimes"
"Nebraska_03","Nebraska","first","delayed","7yo",3,"sometimes"
"Nebraska_03","Nebraska","point-and-name","point-and-name","7yo",4,"sometimes"
"Nebraska_03","Nebraska","second","immediate","7yo",3,"sometimes"
"Nebraska_04","Nebraska","first","immediate","7yo",4,"never"
"Nebraska_04","Nebraska","point-and-name","point-and-name","7yo",3,"never"
"Nebraska_04","Nebraska","second","delayed","7yo",2,"never"
"Nebraska_05","Nebraska","first","immediate","7yo",4,"sometimes"
"Nebraska_05","Nebraska","point-and-name","point-and-name","7yo",5,"sometimes"
"Nebraska_05","Nebraska","second","delayed","7yo",4,"sometimes"
"Nebraska_06","Nebraska","first","delayed","10yo",5,"usually"
"Nebraska_06","Nebraska","point-and-name","point-and-name","10yo",4,"usually"
"Nebraska_06","Nebraska","second","immediate","10yo",4,"usually"
"Nebraska_07","Nebraska","first","immediate","5yo",1,"usually"
"Nebraska_07","Nebraska","point-and-name","point-and-name","5yo",3,"usually"
"Nebraska_07","Nebraska","second","delayed","5yo",3,"usually"
"Nebraska_08","Nebraska","first","delayed","6yo",4,"usually"
"Nebraska_08","Nebraska","point-and-name","point-and-name","6yo",3,"usually"
"Nebraska_08","Nebraska","second","immediate","6yo",3,"usually"
"Nebraska_09","Nebraska","first","immediate","7yo",5,"sometimes"
"Nebraska_09","Nebraska","point-and-name","point-and-name","7yo",3,"sometimes"
"Nebraska_09","Nebraska","second","delayed","7yo",2,"sometimes"
"Nebraska_10","Nebraska","first","delayed","10yo",5,"sometimes"
"Nebraska_10","Nebraska","point-and-name","point-and-name","10yo",4,"sometimes"
"Nebraska_10","Nebraska","second","immediate","10yo",5,"sometimes"
"Nebraska_11","Nebraska","first","immediate","6yo",5,"usually"
"Nebraska_11","Nebraska","point-and-name","point-and-name","6yo",3,"usually"
"Nebraska_11","Nebraska","second","delayed","6yo",3,"usually"
"Nebraska_12","Nebraska","first","delayed","5yo",2,"usually"
"Nebraska_12","Nebraska","point-and-name","point-and-name","5yo",2,"usually"
"Nebraska_12","Nebraska","second","immediate","5yo",3,"usually"
"Nebraska_13","Nebraska","first","immediate","6yo",3,"sometimes"
"Nebraska_13","Nebraska","point-and-name","point-and-name","6yo",1,"sometimes"
"Nebraska_13","Nebraska","second","delayed","6yo",2,"sometimes"
"Nebraska_14","Nebraska","first","immediate","7yo",3,"sometimes"
"Nebraska_14","Nebraska","point-and-name","point-and-name","7yo",3,"sometimes"
"Nebraska_14","Nebraska","second","delayed","7yo",2,"sometimes"
"Nebraska_15","Nebraska","first","delayed","6yo",1,"sometimes"
"Nebraska_15","Nebraska","point-and-name","point-and-name","6yo",1,"sometimes"
"Nebraska_15","Nebraska","second","immediate","6yo",1,"sometimes"
"Nebraska_16","Nebraska","first","immediate","7yo",4,"usually"
"Nebraska_16","Nebraska","point-and-name","point-and-name","7yo",4,"usually"
"Nebraska_16","Nebraska","second","delayed","7yo",4,"usually"
"Nebraska_17","Nebraska","first","delayed","7yo",4,"sometimes"
"Nebraska_17","Nebraska","point-and-name","point-and-name","7yo",4,"sometimes"
"Nebraska_17","Nebraska","second","immediate","7yo",4,"sometimes"
"Nebraska_18","Nebraska","first","immediate","7yo",4,"usually"
"Nebraska_18","Nebraska","point-and-name","point-and-name","7yo",2,"usually"
"Nebraska_18","Nebraska","second","delayed","7yo",4,"usually"
"Nebraska_19","Nebraska","first","immediate","10yo",4,"sometimes"
"Nebraska_19","Nebraska","point-and-name","point-and-name","10yo",4,"sometimes"
"Nebraska_19","Nebraska","second","delayed","10yo",5,"sometimes"
"Nebraska_22","Nebraska","first","immediate","10yo",5,"never"
"Nebraska_22","Nebraska","point-and-name","point-and-name","10yo",5,"never"
"Nebraska_22","Nebraska","second","delayed","10yo",5,"never"
"Nebraska_23","Nebraska","first","immediate","5yo",3,"sometimes"
"Nebraska_23","Nebraska","point-and-name","point-and-name","5yo",3,"sometimes"
"Nebraska_23","Nebraska","second","delayed","5yo",2,"sometimes"
"Nebraska_24","Nebraska","first","immediate","7yo",3,"sometimes"
"Nebraska_24","Nebraska","point-and-name","point-and-name","7yo",4,"sometimes"
"Nebraska_24","Nebraska","second","delayed","7yo",5,"sometimes"
"Nebraska_26","Nebraska","first","immediate","6yo",2,"sometimes"
"Nebraska_26","Nebraska","point-and-name","point-and-name","6yo",1,"sometimes"
"Nebraska_26","Nebraska","second","delayed","6yo",1,"sometimes"
"Nebraska_27","Nebraska","first","delayed","10yo",3,"usually"
"Nebraska_27","Nebraska","point-and-name","point-and-name","10yo",5,"usually"
"Nebraska_27","Nebraska","second","immediate","10yo",4,"usually"
"Nebraska_28","Nebraska","first","delayed","10yo",1,"never"
"Nebraska_28","Nebraska","point-and-name","point-and-name","10yo",4,"never"
"Nebraska_28","Nebraska","second","immediate","10yo",2,"never"
"Nebraska_29","Nebraska","first","immediate","5yo",2,"sometimes"
"Nebraska_29","Nebraska","point-and-name","point-and-name","5yo",4,"sometimes"
"Nebraska_29","Nebraska","second","delayed","5yo",1,"sometimes"
"Nebraska_30","Nebraska","first","delayed","6yo",2,"sometimes"
"Nebraska_30","Nebraska","point-and-name","point-and-name","6yo",4,"sometimes"
"Nebraska_30","Nebraska","second","immediate","6yo",4,"sometimes"
"Nebraska_31","Nebraska","first","delayed","7yo",4,"sometimes"
"Nebraska_31","Nebraska","point-and-name","point-and-name","7yo",4,"sometimes"
"Nebraska_31","Nebraska","second","immediate","7yo",4,"sometimes"
"Nebraska_32","Nebraska","first","delayed","7yo",2,"sometimes"
"Nebraska_32","Nebraska","point-and-name","point-and-name","7yo",3,"sometimes"
"Nebraska_32","Nebraska","second","immediate","7yo",4,"sometimes"
"Nebraska_33","Nebraska","first","delayed","5yo",2,"never"
"Nebraska_33","Nebraska","point-and-name","point-and-name","5yo",1,"never"
"Nebraska_33","Nebraska","second","immediate","5yo",1,"never"
"Nebraska_34","Nebraska","first","delayed","7yo",4,"sometimes"
"Nebraska_34","Nebraska","point-and-name","point-and-name","7yo",3,"sometimes"
"Nebraska_34","Nebraska","second","immediate","7yo",4,"sometimes"
"Nebraska_35","Nebraska","first","immediate","5yo",3,"usually"
"Nebraska_35","Nebraska","point-and-name","point-and-name","5yo",3,"usually"
"Nebraska_35","Nebraska","second","delayed","5yo",1,"usually"
"Nebraska_36","Nebraska","first","delayed","7yo",4,"usually"
"Nebraska_36","Nebraska","point-and-name","point-and-name","7yo",5,"usually"
"Nebraska_36","Nebraska","second","immediate","7yo",3,"usually"
"Nebraska_37","Nebraska","first","delayed","10yo",3,"usually"
"Nebraska_37","Nebraska","point-and-name","point-and-name","10yo",3,"usually"
"Nebraska_37","Nebraska","second","immediate","10yo",4,"usually"
"Nebraska_38","Nebraska","first","delayed","10yo",3,"sometimes"
"Nebraska_38","Nebraska","point-and-name","point-and-name","10yo",4,"sometimes"
"Nebraska_38","Nebraska","second","immediate","10yo",3,"sometimes"
"Nebraska_39","Nebraska","first","delayed","6yo",1,"never"
"Nebraska_39","Nebraska","point-and-name","point-and-name","6yo",1,"never"
"Nebraska_39","Nebraska","second","immediate","6yo",2,"never"
"Nebraska_40","Nebraska","first","immediate","6yo",3,"usually"
"Nebraska_40","Nebraska","point-and-name","point-and-name","6yo",4,"usually"
"Nebraska_40","Nebraska","second","delayed","6yo",3,"usually"
"Nebraska_41","Nebraska","first","immediate","5yo",1,"usually"
"Nebraska_41","Nebraska","point-and-name","point-and-name","5yo",4,"usually"
"Nebraska_41","Nebraska","second","delayed","5yo",2,"usually"
"Nebraska_42","Nebraska","first","delayed","6yo",3,"sometimes"
"Nebraska_42","Nebraska","point-and-name","point-and-name","6yo",3,"sometimes"
"Nebraska_42","Nebraska","second","immediate","6yo",2,"sometimes"
"Nebraska_43","Nebraska","first","immediate","7yo",4,"usually"
"Nebraska_43","Nebraska","point-and-name","point-and-name","7yo",2,"usually"
"Nebraska_43","Nebraska","second","delayed","7yo",3,"usually"
"Nebraska_44","Nebraska","first","immediate","7yo",1,"never"
"Nebraska_44","Nebraska","point-and-name","point-and-name","7yo",2,"never"
"Nebraska_44","Nebraska","second","delayed","7yo",1,"never"
"Nebraska_45","Nebraska","first","immediate","10yo",5,"usually"
"Nebraska_45","Nebraska","point-and-name","point-and-name","10yo",5,"usually"
"Nebraska_45","Nebraska","second","delayed","10yo",5,"usually"
"Nebraska_46","Nebraska","first","delayed","7yo",5,"usually"
"Nebraska_46","Nebraska","point-and-name","point-and-name","7yo",4,"usually"
"Nebraska_46","Nebraska","second","immediate","7yo",4,"usually"
"Nebraska_47","Nebraska","first","delayed","5yo",1,"sometimes"
"Nebraska_47","Nebraska","point-and-name","point-and-name","5yo",1,"sometimes"
"Nebraska_47","Nebraska","second","immediate","5yo",2,"sometimes"
"Nebraska_48","Nebraska","first","immediate","6yo",4,"sometimes"
"Nebraska_48","Nebraska","point-and-name","point-and-name","6yo",4,"sometimes"
"Nebraska_48","Nebraska","second","delayed","6yo",3,"sometimes"
"Nebraska_49","Nebraska","first","delayed","6yo",3,"sometimes"
"Nebraska_49","Nebraska","point-and-name","point-and-name","6yo",3,"sometimes"
"Nebraska_49","Nebraska","second","immediate","6yo",2,"sometimes"
"Nebraska_50","Nebraska","first","delayed","5yo",2,"usually"
"Nebraska_50","Nebraska","point-and-name","point-and-name","5yo",2,"usually"
"Nebraska_50","Nebraska","second","immediate","5yo",3,"usually"
"Nebraska_51","Nebraska","first","immediate","5yo",2,"usually"
"Nebraska_51","Nebraska","point-and-name","point-and-name","5yo",2,"usually"
"Nebraska_51","Nebraska","second","delayed","5yo",1,"usually"
"Nebraska_52","Nebraska","first","delayed","7yo",2,"sometimes"
"Nebraska_52","Nebraska","point-and-name","point-and-name","7yo",4,"sometimes"
"Nebraska_52","Nebraska","second","immediate","7yo",2,"sometimes"
"Nebraska_53","Nebraska","first","immediate","10yo",5,"sometimes"
"Nebraska_53","Nebraska","point-and-name","point-and-name","10yo",5,"sometimes"
"Nebraska_53","Nebraska","second","delayed","10yo",5,"sometimes"
"Nebraska_54","Nebraska","first","immediate","7yo",3,"never"
"Nebraska_54","Nebraska","point-and-name","point-and-name","7yo",3,"never"
"Nebraska_54","Nebraska","second","delayed","7yo",1,"never"
"Nebraska_55","Nebraska","first","immediate","10yo",5,"usually"
"Nebraska_55","Nebraska","point-and-name","point-and-name","10yo",3,"usually"
"Nebraska_55","Nebraska","second","delayed","10yo",5,"usually"
"Nebraska_56","Nebraska","first","immediate","6yo",4,"usually"
"Nebraska_56","Nebraska","point-and-name","point-and-name","6yo",5,"usually"
"Nebraska_56","Nebraska","second","delayed","6yo",4,"usually"
"Nebraska_57","Nebraska","first","immediate","6yo",4,"usually"
"Nebraska_57","Nebraska","point-and-name","point-and-name","6yo",5,"usually"
"Nebraska_57","Nebraska","second","delayed","6yo",5,"usually"
"Nebraska_58","Nebraska","first","immediate","5yo",4,"usually"
"Nebraska_58","Nebraska","point-and-name","point-and-name","5yo",3,"usually"
"Nebraska_58","Nebraska","second","delayed","5yo",4,"usually"
"Nebraska_59","Nebraska","first","immediate","5yo",3,"usually"
"Nebraska_59","Nebraska","point-and-name","point-and-name","5yo",1,"usually"
"Nebraska_59","Nebraska","second","delayed","5yo",2,"usually"
"Nebraska_60","Nebraska","first","delayed","7yo",2,"sometimes"
"Nebraska_60","Nebraska","point-and-name","point-and-name","7yo",3,"sometimes"
"Nebraska_60","Nebraska","second","immediate","7yo",4,"sometimes"
"Nebraska_61","Nebraska","first","immediate","6yo",5,"usually"
"Nebraska_61","Nebraska","point-and-name","point-and-name","6yo",3,"usually"
"Nebraska_61","Nebraska","second","delayed","6yo",3,"usually"
"Nebraska_62","Nebraska","first","delayed","5yo",3,"sometimes"
"Nebraska_62","Nebraska","point-and-name","point-and-name","5yo",1,"sometimes"
"Nebraska_62","Nebraska","second","immediate","5yo",1,"sometimes"
"Nebraska_63","Nebraska","first","immediate","6yo",5,"sometimes"
"Nebraska_63","Nebraska","point-and-name","point-and-name","6yo",4,"sometimes"
"Nebraska_63","Nebraska","second","delayed","6yo",3,"sometimes"
"Nebraska_64","Nebraska","first","delayed","5yo",2,"never"
"Nebraska_64","Nebraska","point-and-name","point-and-name","5yo",2,"never"
"Nebraska_64","Nebraska","second","immediate","5yo",3,"never"
"Nebraska_65","Nebraska","first","immediate","10yo",4,"usually"
"Nebraska_65","Nebraska","point-and-name","point-and-name","10yo",4,"usually"
"Nebraska_65","Nebraska","second","delayed","10yo",5,"usually"
"Nebraska_66","Nebraska","first","immediate","6yo",3,"never"
"Nebraska_66","Nebraska","point-and-name","point-and-name","6yo",3,"never"
"Nebraska_66","Nebraska","second","delayed","6yo",4,"never"
"Nebraska_67","Nebraska","first","delayed","6yo",3,"sometimes"
"Nebraska_67","Nebraska","point-and-name","point-and-name","6yo",4,"sometimes"
"Nebraska_67","Nebraska","second","immediate","6yo",5,"sometimes"
"Nebraska_68","Nebraska","first","immediate","6yo",3,"usually"
"Nebraska_68","Nebraska","point-and-name","point-and-name","6yo",4,"usually"
"Nebraska_68","Nebraska","second","delayed","6yo",1,"usually"
"Nebraska_69","Nebraska","first","delayed","10yo",4,"never"
"Nebraska_69","Nebraska","point-and-name","point-and-name","10yo",4,"never"
"Nebraska_69","Nebraska","second","immediate","10yo",4,"never"
"Nebraska_70","Nebraska","first","delayed","10yo",4,"sometimes"
"Nebraska_70","Nebraska","point-and-name","point-and-name","10yo",3,"sometimes"
"Nebraska_70","Nebraska","second","immediate","10yo",4,"sometimes"
"Nebraska_71","Nebraska","first","immediate","6yo",1,"sometimes"
"Nebraska_71","Nebraska","point-and-name","point-and-name","6yo",3,"sometimes"
"Nebraska_71","Nebraska","second","delayed","6yo",1,"sometimes"
"Nebraska_72","Nebraska","first","delayed","5yo",2,"never"
"Nebraska_72","Nebraska","point-and-name","point-and-name","5yo",2,"never"
"Nebraska_72","Nebraska","second","immediate","5yo",1,"never"
"Nebraska_73","Nebraska","first","delayed","10yo",4,"sometimes"
"Nebraska_73","Nebraska","point-and-name","point-and-name","10yo",4,"sometimes"
"Nebraska_73","Nebraska","second","immediate","10yo",4,"sometimes"
"Nebraska_74","Nebraska","first","delayed","5yo",2,"sometimes"
"Nebraska_74","Nebraska","point-and-name","point-and-name","5yo",1,"sometimes"
"Nebraska_74","Nebraska","second","immediate","5yo",2,"sometimes"
"Nebraska_75","Nebraska","first","delayed","10yo",3,"sometimes"
"Nebraska_75","Nebraska","point-and-name","point-and-name","10yo",3,"sometimes"
"Nebraska_75","Nebraska","second","immediate","10yo",5,"sometimes"
"Nebraska_76","Nebraska","first","delayed","5yo",1,"never"
"Nebraska_76","Nebraska","point-and-name","point-and-name","5yo",1,"never"
"Nebraska_76","Nebraska","second","immediate","5yo",1,"never"
"Nebraska_78","Nebraska","first","immediate","10yo",4,"usually"
"Nebraska_78","Nebraska","point-and-name","point-and-name","10yo",4,"usually"
"Nebraska_78","Nebraska","second","delayed","10yo",5,"usually"
"Nebraska_79","Nebraska","first","immediate","5yo",2,"never"
"Nebraska_79","Nebraska","point-and-name","point-and-name","5yo",1,"never"
"Nebraska_79","Nebraska","second","delayed","5yo",1,"never"
"Nebraska_80","Nebraska","first","delayed","10yo",4,"never"
"Nebraska_80","Nebraska","point-and-name","point-and-name","10yo",3,"never"
"Nebraska_80","Nebraska","second","immediate","10yo",3,"never"
"Nebraska_81","Nebraska","first","delayed","10yo",2,"never"
"Nebraska_81","Nebraska","point-and-name","point-and-name","10yo",3,"never"
"Nebraska_81","Nebraska","second","immediate","10yo",2,"never"
"Nebraska_82","Nebraska","first","delayed","10yo",3,"usually"
"Nebraska_82","Nebraska","point-and-name","point-and-name","10yo",4,"usually"
"Nebraska_82","Nebraska","second","immediate","10yo",3,"usually"
"Nebraska_83","Nebraska","first","immediate","5yo",2,"usually"
"Nebraska_83","Nebraska","point-and-name","point-and-name","5yo",3,"usually"
"Nebraska_83","Nebraska","second","delayed","5yo",3,"usually"
"Nebraska_84","Nebraska","first","delayed","5yo",1,"sometimes"
"Nebraska_84","Nebraska","point-and-name","point-and-name","5yo",1,"sometimes"
"Nebraska_84","Nebraska","second","immediate","5yo",1,"sometimes"
"New Zealand_01","New Zealand","first","immediate","10yo",5,"usually"
"New Zealand_01","New Zealand","point-and-name","point-and-name","10yo",3,"usually"
"New Zealand_01","New Zealand","second","delayed","10yo",5,"usually"
"New Zealand_02","New Zealand","first","delayed","10yo",1,"sometimes"
"New Zealand_02","New Zealand","point-and-name","point-and-name","10yo",4,"sometimes"
"New Zealand_02","New Zealand","second","immediate","10yo",4,"sometimes"
"New Zealand_03","New Zealand","first","delayed","10yo",4,"usually"
"New Zealand_03","New Zealand","point-and-name","point-and-name","10yo",5,"usually"
"New Zealand_03","New Zealand","second","immediate","10yo",3,"usually"
"New Zealand_04","New Zealand","first","immediate","6yo",3,"usually"
"New Zealand_04","New Zealand","point-and-name","point-and-name","6yo",3,"usually"
"New Zealand_04","New Zealand","second","delayed","6yo",3,"usually"
"New Zealand_05","New Zealand","first","immediate","10yo",5,"sometimes"
"New Zealand_05","New Zealand","point-and-name","point-and-name","10yo",5,"sometimes"
"New Zealand_05","New Zealand","second","delayed","10yo",4,"sometimes"
"New Zealand_06","New Zealand","first","delayed","10yo",3,"usually"
"New Zealand_06","New Zealand","point-and-name","point-and-name","10yo",3,"usually"
"New Zealand_06","New Zealand","second","immediate","10yo",5,"usually"
"New Zealand_07","New Zealand","first","immediate","7yo",2,"sometimes"
"New Zealand_07","New Zealand","point-and-name","point-and-name","7yo",3,"sometimes"
"New Zealand_07","New Zealand","second","delayed","7yo",4,"sometimes"
"New Zealand_08","New Zealand","first","delayed","7yo",4,"usually"
"New Zealand_08","New Zealand","point-and-name","point-and-name","7yo",5,"usually"
"New Zealand_08","New Zealand","second","immediate","7yo",5,"usually"
"New Zealand_09","New Zealand","first","immediate","6yo",2,"sometimes"
"New Zealand_09","New Zealand","point-and-name","point-and-name","6yo",2,"sometimes"
"New Zealand_09","New Zealand","second","delayed","6yo",1,"sometimes"
"New Zealand_10","New Zealand","first","immediate","10yo",3,"usually"
"New Zealand_10","New Zealand","point-and-name","point-and-name","10yo",4,"usually"
"New Zealand_10","New Zealand","second","delayed","10yo",3,"usually"
"New Zealand_11","New Zealand","first","immediate","7yo",4,"sometimes"
"New Zealand_11","New Zealand","point-and-name","point-and-name","7yo",4,"sometimes"
"New Zealand_11","New Zealand","second","delayed","7yo",4,"sometimes"
"New Zealand_12","New Zealand","first","immediate","7yo",4,"usually"
"New Zealand_12","New Zealand","point-and-name","point-and-name","7yo",3,"usually"
"New Zealand_12","New Zealand","second","delayed","7yo",4,"usually"
"New Zealand_13","New Zealand","first","delayed","5yo",1,"never"
"New Zealand_13","New Zealand","point-and-name","point-and-name","5yo",1,"never"
"New Zealand_13","New Zealand","second","immediate","5yo",1,"never"
"New Zealand_14","New Zealand","first","delayed","5yo",2,"usually"
"New Zealand_14","New Zealand","point-and-name","point-and-name","5yo",1,"usually"
"New Zealand_14","New Zealand","second","immediate","5yo",3,"usually"
"New Zealand_15","New Zealand","first","immediate","5yo",3,"sometimes"
"New Zealand_15","New Zealand","point-and-name","point-and-name","5yo",2,"sometimes"
"New Zealand_15","New Zealand","second","delayed","5yo",1,"sometimes"
"New Zealand_16","New Zealand","first","delayed","5yo",3,"usually"
"New Zealand_16","New Zealand","point-and-name","point-and-name","5yo",1,"usually"
"New Zealand_16","New Zealand","second","immediate","5yo",3,"usually"
"New Zealand_17","New Zealand","first","immediate","5yo",2,"sometimes"
"New Zealand_17","New Zealand","point-and-name","point-and-name","5yo",1,"sometimes"
"New Zealand_17","New Zealand","second","delayed","5yo",3,"sometimes"
"New Zealand_18","New Zealand","first","delayed","6yo",5,"usually"
"New Zealand_18","New Zealand","point-and-name","point-and-name","6yo",5,"usually"
"New Zealand_18","New Zealand","second","immediate","6yo",4,"usually"
"New Zealand_19","New Zealand","first","delayed","6yo",2,"sometimes"
"New Zealand_19","New Zealand","point-and-name","point-and-name","6yo",5,"sometimes"
"New Zealand_19","New Zealand","second","immediate","6yo",2,"sometimes"
"New Zealand_20","New Zealand","first","delayed","6yo",2,"sometimes"
