"PP","Start.Date","Prior","Prior_cons","Post","Post_cons","GE_Worry","GE_PolSupport","GE_Intention","Justification","ManCheck1","ManCheck2","ManCheck3","ManCheckBP1","ManCheckBP2","ManCheckBP3","BE_useful","BE_apply","ME_fair","ME_biased","ME_trust","ME_accur","ME_wholeStory","ME_factual","ME_factOpinion","OMC1","OMC2","OMC3","OMC4","OMC5","AC","OMC6","TrustScientists","Perc_knowledge","Topic_importance","Pol_affil","Pol_ideo","Nationality","Relig","Nat_heur","Age","Gender_MC","Gender_text","Education","Condition","PP_DS","PPcons_DS","Prior_c","OMCscore","BEscore","MEscore","Pol_affil_n","Pol_ideo_n","Pol_orient","ReadTimeInf","ReadTime_Mes","PracticeClaim1","PracticeClaim2","PracticeClaim3","countPT","countMCBP","MCComb","Consensus_mention_auto","countMC_auto"
"549","14-10-19 18:19",20,50,-22,95,3,3,3,"The statements I just read in this study lead me to believe that GE foods are not worse for your health, however I still feel like I should read more and specific research on this to be more certain. I want to understand why they are not worse for us before I can have certainty.","I first look to see who is making the claim and if they are a unbiased, expert in that field","Then I would read more claims on the same subject and see if other experts agree with that claim ","I will do my own research on whatever the subject is to try to understand it better so I can feel confident in my conclusions","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,6,3,5,4,4,5,4,3,6,1,7,1,6,2,1,5,1,5,"Independent","Moderate","United States of America","Yes",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-42,45,-30.7965179542982,2.66666666666667,6,4,0,0,0,156.776,185.399,"No","Yes","Yes",2,3,"I first look to see who is making the claim and if they are a unbiased, expert in that field Then I would read more claims on the same subject and see if other experts agree with that claim  I will do my own research on whatever the subject is to try to understand it better so I can feel confident in my conclusions","y",3
"550","14-10-19 18:31",20,91,20,92,7,4,6,"I have reservations that radically changing the gene of a food does not have evolutionary complications for human consumption.","Rely on experience","Consider outside information","Consider the source","","","",NA,NA,5,6,4,4,6,5,7,7,7,4,6,4,2,5,1,3,7,"Independent Lean Republican","Conservative","United States of America","Yes",7,NA,NA,NA,"Doctorate degree (PhD/MD/other)","Consensus",0,1,-30.7965179542982,-0.5,NA,5.28571428571429,0.570959121287871,0.923237611897546,1.49419673318542,9.7,65.989,"No","Yes","Yes",2,NA,"Rely on experience Consider outside information Consider the source","n",1
"551","14-10-19 18:34",60,25,51,34,5,5,6,"There is alot of people that believe that GE food impacts our genetics when we eat it. I have not seen any proof either way. So many of the ""break through products"" we have seen end up being bad for us. I am not ready to take the word of a few ""experts"" any more. ","First I look for other information available on the topic. ","If I can find the study quoted, I look it over if it is something I care about.","I may also talk to someone in the field If I know someone.","","","",NA,NA,2,4,4,3,5,3,3,5,4,4,5,5,2,3,2,3,5,"Independent Lean Republican","Conservative","United States of America","Yes",6,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",-9,9,9.20348204570185,0.333333333333333,NA,3.42857142857143,0.570959121287871,0.923237611897546,1.49419673318542,19.057,145.4,"Yes","Yes","No",0,NA,"First I look for other information available on the topic.  If I can find the study quoted, I look it over if it is something I care about. I may also talk to someone in the field If I know someone.","n",1
"552","14-10-19 18:27",0,51,0,54,7,4,7,"I really don’t know enough about genetically modified food to be able to give a true answer,","Think about it","Decide if the majority of experts are right ","","","","",NA,NA,4,1,4,4,4,4,2,7,4,7,5,7,2,4,7,1,7,"Strong Democrat","Moderate","United States of America","No",7,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",0,3,-50.7965179542982,1.33333333333333,NA,3.28571428571429,-1.71287736386361,0,-1.71287736386361,11.93,647.193,"Yes","No","Yes",2,NA,"Think about it Decide if the majority of experts are right  ","n",1
"553","14-10-19 18:37",43,50,-63,91,6,4,3,"Well according to the study many scientist are saying that genetically engineered foods are safe for consumption.  It was only one study that was given, but I'd like to think the scientist are truthful in their finding.  However, since it is only one study I don't think I can buy in 100%.","Is the data relevent?","Is the data current?","Is the data completed by authorities in the field?","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","I don’t know",6,6,2,3,3,4,4,4,5,5,6,7,3,4,2,3,5,2,3,"Independent","Moderate","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-106,41,-7.79651795429815,0.666666666666667,6,3.57142857142857,0,0,0,244.076,55.459,"No","No","No",2,2,"Is the data relevent? Is the data current? Is the data completed by authorities in the field?","n",1
"554","14-10-19 18:41",43,8,23,9,4,2,3,"Because we simply do not understand the full implications of the changes we make genetically. A positive one way may lead to a negative in us that we havn't considered. Also, much of the time the genetic engineering has to do with changes focused around cosmetic or profit margins. These changes, such as making a fruit larger and larger, are ultimately unnecessary for the fruit and can cause other issues (such as creating a less nutritious rich fruit) that may effect our health. ","see the factual support behind claims","look at sample size of factual support number","determine if sample size and result is convincing enough to change opinion","","","",NA,NA,2,4,4,3,5,3,3,5,1,6,2,5,2,3,5,5,5,"Independent Lean Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",-20,1,-7.79651795429815,1.66666666666667,NA,3.42857142857143,-0.570959121287871,-0.923237611897546,-1.49419673318542,15.395,133.935,"No","No","No",2,NA,"see the factual support behind claims look at sample size of factual support number determine if sample size and result is convincing enough to change opinion","n",0
"555","14-10-19 18:47",82,8,83,10,7,6,7,"There have been numerous studies relating to the use of GE foods, and so many articles are biased for or against that it is hard to find the hard science.  The long term effects of GE food are as of yet unknown because it is a relatively new field.  But it has been shown that several types of GE foods can increase the risk of cancers and tumors.  ","Look at the source, if it's not reputable I don't put much stock in the claim","Cross reference the information, look for additional sources giving similar information","Look at the science behind the claim","","","",NA,NA,2,6,4,3,5,4,5,6,2,7,2,7,2,2,6,6,6,"Independent Lean Democrat","Liberal","United States of America","No",6,NA,NA,NA,"College / A levels","Consensus",1,2,31.2034820457018,2.33333333333333,NA,4.14285714285714,-0.570959121287871,-0.923237611897546,-1.49419673318542,10.897,102.2,"No","No","No",2,NA,"Look at the source, if it's not reputable I don't put much stock in the claim Cross reference the information, look for additional sources giving similar information Look at the science behind the claim","n",1
"556","14-10-19 18:51",43,50,-20,95,4,2,4,"I thought that GE food was worse but after reading the article, I feel more confident that it is okay.","Read the claim","Process where it came from","Make a decision","","","",NA,NA,2,3,3,3,4,3,2,6,2,6,3,5,2,4,6,1,2,"Independent Lean Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-63,45,-7.79651795429815,1.33333333333333,NA,2.85714285714286,-0.570959121287871,-0.923237611897546,-1.49419673318542,9.46,60.803,"Yes","No","No",1,NA,"Read the claim Process where it came from Make a decision","n",0
"557","14-10-19 18:53",90,39,57,59,6,4,6,"Previously, I believed GE food would be worse for health than non-GE food, but the article had a reasonable explanation for why it must be used and how it eliminate deadly fungus strains. ","Check for credentials of the person making the claim","Look at the reasoning and support behind the claim","Form an opinion based on my own knowledge combined with what I have read","","","",NA,NA,4,5,4,4,5,5,4,7,3,6,5,6,2,5,5,2,4,"Democrat","Moderate","United States of America","No",7,NA,NA,NA,"College / A levels","Control",-33,20,39.2034820457018,1,NA,4.42857142857143,-1.14191824257574,0,-1.14191824257574,8.829,33.793,"No","Yes","Yes",2,NA,"Check for credentials of the person making the claim Look at the reasoning and support behind the claim Form an opinion based on my own knowledge combined with what I have read","n",1
"558","14-10-19 18:54",20,82,21,100,5,4,3,"I think we don't yet have enough information to know the long-term effects of genetically modifying our food supply. ","I look at the studies.","I look at who paid for the studies.","I decide if the scientists being paid to give opinions in the studies have a financial incentive to support one side or another.","Vitamin supplements are good for your heart","","The evidence is continuously discussed by scientists with the relevant expertise.",7,5,3,3,3,4,4,4,5,7,2,6,5,5,2,3,1,3,4,"Republican","Conservative","United States of America","Yes",5,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",1,18,-30.7965179542982,1.33333333333333,6,3.71428571428571,1.14191824257574,0.923237611897546,2.06515585447329,103.278,72.818,"No","No","No",2,2,"I look at the studies. I look at who paid for the studies. I decide if the scientists being paid to give opinions in the studies have a financial incentive to support one side or another.","n",1
"559","14-10-19 19:02",22,18,9,18,2,2,2,"I can see where GE food could contain harmful ingredients, but I believe that for the most part it is being engineered to be good for us. However, the possibility of harm led me to lean that way.","Identify the claim being made : is it outrageous/obviously false","Identify the source : One person's opinion, or the decision of a highly qualified group?","Verify the validity: If it is one person, are they qualified? If anonymous, how was the decision made? What is the evidence?","","","",NA,NA,3,5,3,3,5,3,5,5,2,5,2,5,2,2,6,3,2,"Independent Lean Republican","Conservative","United States of America","Yes",3,NA,NA,NA,"Secondary school / GCSE","Control",-13,0,-28.7965179542982,1.5,NA,3.85714285714286,0.570959121287871,0.923237611897546,1.49419673318542,6.966,46.224,"No","Yes","No",1,NA,"Identify the claim being made : is it outrageous/obviously false Identify the source : One person's opinion, or the decision of a highly qualified group? Verify the validity: If it is one person, are they qualified? If anonymous, how was the decision made? What is the evidence?","n",2
"560","14-10-19 18:54",29,81,25,80,6,4,5,"I think these questions are hard to answer. Bananas might be deemed safe after they were genetically engineered but I am not a trusting person. Who knows what other foods are being modified by whom and for what purpose and what they are using. I would judge each food individually. Some I will be ok with, some, I am sure I will not be.","Is it something I care about? If I don't then I let if go.","If I do care and want to learn more then I google it.","If google doesn't have multible reliable sources then I go to the library.","","","",NA,NA,1,2,4,4,3,4,3,6,5,7,2,5,2,4,5,1,6,"Independent Lean Republican","Moderate","United States of America","Yes",5,NA,NA,NA,"No formal qualification","Consensus",-4,-1,-21.7965179542982,1.16666666666667,NA,3,0.570959121287871,0,0.570959121287871,13.351,129.997,"Yes","Yes","No",0,NA,"Is it something I care about? If I don't then I let if go. If I do care and want to learn more then I google it. If google doesn't have multible reliable sources then I go to the library.","n",1
"561","14-10-19 18:55",50,9,65,51,4,4,5,"non GE food is healthier","i look for more informaion","","","","","",NA,NA,3,1,1,1,1,1,1,7,1,7,1,7,2,1,7,1,5,"Independent","Moderate","United States of America","No",6,NA,NA,NA,"Secondary school / GCSE","Consensus",15,42,-0.796517954298153,3,NA,1.28571428571429,0,0,0,17.518,54.788,"Yes","No","Yes",2,NA,"i look for more informaion  ","n",0
"562","14-10-19 18:51",23,81,0,81,7,2,6,"I think it depends on how it is Genetically Engineered. ","Using logic","A lot of claims appeal to experts, which automatically rules them out. ","If the claim is based on statistics, I am also skeptical.","","","",NA,NA,4,4,4,4,5,4,4,6,4,5,4,5,2,2,1,2,5,"Independent Lean Republican","Conservative","United States of America","Yes",5,NA,NA,NA,"College / A levels","Control",-23,0,-27.7965179542982,1,NA,4.14285714285714,0.570959121287871,0.923237611897546,1.49419673318542,11.82,257.45,"No","No","No",2,NA,"Using logic A lot of claims appeal to experts, which automatically rules them out.  If the claim is based on statistics, I am also skeptical.","n",1
"563","14-10-19 19:04",92,49,64,50,6,6,6,"i dont feel food needs to be modified in any way","facts ","books ","whether they seem logical","","","",NA,NA,4,6,5,5,5,5,5,6,2,6,2,6,2,2,2,2,4,"Strong Republican","Very conservative","United States of America","Yes",6,NA,NA,NA,"College / A levels","Consensus",-28,1,41.2034820457018,2,NA,5,1.71287736386361,1.84647522379509,3.55935258765871,66.273,39.135,"No","No","No",2,NA,"facts  books  whether they seem logical","n",0
"564","14-10-19 19:02",100,40,93,43,7,7,7,"Not enough time has elapsed for all the effects of genetically modified food to be fully studied. Without long-term studies, there isn't a way to say for certain that GE food is no worse for health than non-GE food. ","look at the source of the information","evaluate the possible biases of the source (funding sources, sponsorships, etc.)","compare the source/claim against previously verified information","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",5,5,2,4,3,2,6,2,5,7,5,6,4,5,2,3,3,3,4,"Republican","Conservative","United States of America","Yes",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-7,3,49.2034820457018,1,5,3.42857142857143,1.14191824257574,0.923237611897546,2.06515585447329,61.646,47.752,"No","No","No",2,3,"look at the source of the information evaluate the possible biases of the source (funding sources, sponsorships, etc.) compare the source/claim against previously verified information","n",2
"565","14-10-19 19:09",44,71,41,92,5,2,3,"Because if it turns out that it is dangerous, than having a bunch of our food supply reliant on it makes us absolutely screwed. So ultimately, with the 8% still out, if they're correct we've shot ourselves in the foot- making it ultimately worse for health. ","look for facts","form an opinion","","Vitamin supplements are good for your heart","Introduction - Conducting research - Selecting the results - Making a consensus","The evidence is continuously discussed by scientists with the relevant expertise.",4,3,4,5,3,4,4,3,3,3,4,5,5,5,2,3,3,5,2,"Independent Lean Democrat","Very liberal","United States of America","No",5,NA,NA,NA,"No formal qualification","BoostPlus",-3,21,-6.79651795429815,0.166666666666667,3.5,3.71428571428571,-0.570959121287871,-1.84647522379509,-2.41743434508296,51.846,54.284,"No","Yes","Yes",2,2,"look for facts form an opinion ","n",0
"566","14-10-19 19:05",84,71,50,90,6,6,5,"I believe that GE food can solve certain problems like the one mentioned in the previous article about bananas, but that GE food could have negative effects on a person's health. There's advantages and disadvantages on both sides. ","Do research ","Educate myself ","","","","",NA,NA,3,4,4,3,5,5,3,7,3,7,2,7,2,1,3,4,5,"Democrat","Moderate","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-34,19,33.2034820457018,2.5,NA,3.85714285714286,-1.14191824257574,0,-1.14191824257574,17.735,70.445,"No","No","Yes",3,NA,"Do research  Educate myself  ","n",0
"567","14-10-19 19:21",100,60,81,84,7,4,4,"While I agree that some modification may be beneficial for the quality of food, I fear that it will go too far and that mistakes will be made that could endanger people. ","Look for a specific source","Evaluate whether the source is relevant to the claim..","If the source is relevant, does it appear probable?","","","",NA,NA,6,4,3,3,3,3,4,6,6,6,5,5,2,3,5,3,3,"Independent","Very conservative","United States of America","Yes",7,NA,NA,NA,"Secondary school / GCSE","Consensus",-19,24,49.2034820457018,0.5,NA,3.71428571428571,0,1.84647522379509,1.84647522379509,3.62,56.372,"No","No","No",2,NA,"Look for a specific source Evaluate whether the source is relevant to the claim.. If the source is relevant, does it appear probable?","n",1
"568","14-10-19 19:15",-20,40,-63,60,3,3,2,"Nothing has been proven yet as to the long-term health effects on humans. But GE foods can resist diseases and insects more efficiently which can, hopefully, limit the use of pesticides and fungicide and other toxic substances used in farming today. So like everything in life, there are some benefits and some detriments associated with this science. It may turn out to provide more benefits than harm.","Judge the probability of the claim being true based on common sense.","Double check the facts with a reliable source.","Put all evidence together to come to a reasonable conclusion.","","","",NA,NA,1,2,2,2,2,2,1,6,1,5,1,5,2,1,4,2,4,"Democrat","Very liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-43,20,-70.7965179542982,2.16666666666667,NA,1.71428571428571,-1.14191824257574,-1.84647522379509,-2.98839346637083,25.158,316.955,"Yes","Yes","Yes",1,NA,"Judge the probability of the claim being true based on common sense. Double check the facts with a reliable source. Put all evidence together to come to a reasonable conclusion.","n",1
"569","14-10-19 19:29",35,58,15,88,5,3,5,"I feel that whole foods are healthier; although I feel I do need more information on genetically engineered foods.","I take in the information given to me.","Reason my stance on what I believe to be true or nor based on prior experience or knowledge","Dig deeper into the subject matter if I am unsure of a claim and try to broaden my knowledge","","","",NA,NA,1,2,4,4,4,2,2,6,2,7,3,7,2,1,5,3,5,"Independent Lean Republican","Moderate","United States of America","Yes",5,NA,NA,NA,"College / A levels","Consensus",-20,30,-15.7965179542982,2.33333333333333,NA,2.71428571428571,0.570959121287871,0,0.570959121287871,11.502,97.903,"No","No","Yes",3,NA,"I take in the information given to me. Reason my stance on what I believe to be true or nor based on prior experience or knowledge Dig deeper into the subject matter if I am unsure of a claim and try to broaden my knowledge","n",0
"570","14-10-19 18:48",100,0,100,95,7,7,7,"I read a lot of news articles that states genetically engineered food has a lot of chemicals in it that are not good for your body. some studies show that  they may cause some common toxic effects such as hepatic, pancreatic, renal, or reproductive effects and may alter the hematological, biochemical, and immunologic parameters.","i read articles","I go on google and search","","","","I don’t know",7,1,1,1,4,4,1,1,1,7,7,7,7,7,2,7,1,7,7,"Strong Democrat","Moderate","United States of America","Yes",7,NA,NA,NA,"Secondary school / GCSE","BoostPlus",0,95,49.2034820457018,0,4,1.85714285714286,-1.71287736386361,0,-1.71287736386361,1199.516,110.314,"Yes","No","No",1,0,"i read articles I go on google and search ","n",0
"571","14-10-19 19:50",20,40,-40,71,6,4,3,"Based on the article, though it is a field test, the evidence is coming from a university in Australia and seems to be founded (it's preventing the decimation of bananas). ","Is the claim from a reputable source (e.g. university)?","Has it been peer-reviewed?","Is the collected evidence up to date?","","","",NA,NA,2,2,3,2,1,2,2,5,2,5,3,4,2,3,6,2,2,"Strong Democrat","Very liberal","United States of America","No",6,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",-60,31,-30.7965179542982,1,NA,2,-1.71287736386361,-1.84647522379509,-3.55935258765871,5.805,58.503,"No","Yes","Yes",2,NA,"Is the claim from a reputable source (e.g. university)? Has it been peer-reviewed? Is the collected evidence up to date?","n",1
"572","14-10-19 19:50",64,70,71,72,6,6,6,"""Genetically engineered"" is an ambiguous term.  Scientists like you to believe that it will improve the crops resistance to disease, but what they don't like to tell you is, at what cost.  They don't always tell you what they are adding or using to genetically engineer a crop, much of which could be harmful to you.  A prime example is margarine, which was touted as being a healthier alternative to butter in the beginning, but we now know that margarine is just made up of a bunch of man made chemicals.","consider the source and its reputation","try to uncover who stands to gain financially from the claim.","analyze the percentages or amounts given in the claim - e.g. if it is said 9 out of 10 doctors recommend a product, is it only from a group of doctors selected by the researcher to give positive results in their favor.","","","",NA,NA,4,6,4,4,6,4,5,6,3,6,4,6,2,3,3,5,6,"Independent","Moderate","United States of America","No",3,NA,NA,NA,"College / A levels","Control",7,2,13.2034820457018,1.33333333333333,NA,4.71428571428571,0,0,0,14.542,69.956,"No","No","No",2,NA,"consider the source and its reputation try to uncover who stands to gain financially from the claim. analyze the percentages or amounts given in the claim - e.g. if it is said 9 out of 10 doctors recommend a product, is it only from a group of doctors selected by the researcher to give positive results in their favor.","y",2
"573","14-10-19 20:09",-32,62,-68,80,4,3,3,"I have a limited knowledge of genetically engineering as it relates to food. However with what I do know, I don't totally feel that is is unsafe or worse for health but still need to know more to be completely positive","determine source of info","verify source","","","","",NA,NA,1,4,2,4,2,2,2,6,2,7,3,3,2,4,7,2,5,"Democrat","Liberal","United States of America","No",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-36,18,-82.7965179542982,1.16666666666667,NA,2.42857142857143,-1.14191824257574,-0.923237611897546,-2.06515585447329,10.852,45.919,"Yes","Yes","Yes",1,NA,"determine source of info verify source ","n",1
"574","14-10-19 20:13",42,9,0,61,7,7,7,"I gave a score of 0% because no facts or sources of information or reasons the scientists believe one way or another.  I do not believe GMO foods is a good idea.  We are messing with God / Nature","I look for the facts","I look for the sources of information provided","I perform basically a case study","","","",NA,NA,4,7,4,4,7,4,7,7,3,5,4,5,2,4,4,3,7,"Republican","Conservative","United States of America","Yes",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-42,52,-8.79651795429815,1,NA,5.28571428571429,1.14191824257574,0.923237611897546,2.06515585447329,15.274,87.212,"No","Yes","Yes",2,NA,"I look for the facts I look for the sources of information provided I perform basically a case study","n",1
"575","14-10-19 20:13",90,29,80,90,6,6,6,"I feel that there are many more allergies and intolerances to foods than there were even just 50 years ago. I think it has to do with foods being genetically modified.","Research studies that have been done in the US and in other countries as well.","","","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","A good way to distinguish facts from fiction is searching for relevant information online.",6,6,3,4,3,3,3,3,3,6,2,6,2,6,2,4,4,6,6,"Independent Lean Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"College / A levels","BoostPlus",-10,61,39.2034820457018,1.66666666666667,6,3.14285714285714,-0.570959121287871,-0.923237611897546,-1.49419673318542,117.341,91.558,"No","Yes","Yes",2,2,"Research studies that have been done in the US and in other countries as well.  ","n",0
"576","14-10-19 20:26",82,49,-99,95,4,2,6,"I get nervous when you fool around with nature.","research","sources","consensus","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,1,1,1,1,1,1,1,7,2,7,3,7,2,2,7,2,5,"Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-181,46,31.2034820457018,2.33333333333333,7,1,-1.14191824257574,-0.923237611897546,-2.06515585447329,86.351,67.038,"No","Yes","No",1,3,"research sources consensus","y",2
"577","14-10-19 20:15",80,49,78,49,6,1,6,"Most food is grown buy companies for profit. Businesses are mainly concerned with yield and not on concentration of nutrition. This is true even for selecting for larger and larger varieties (genetically selecting manually). Given a fruit, that is 40% more concentrated w/ vitamins per calorie or weight, I'd be willing to pay more for it. If it was the same price, obviously I'd choose the non-GM on w/ more nutrients.   I'm not concerned w/ GM food if it is to stop a progression of a disease spreading, but it should not be the first defence even in that case. If the issue is soil, fix the soil if you can. If the issue is bugs, try and deal w/ the bugs. If GM is the best option given the circumstances, then OK.     At the end of the day, it is less about if its GM-ed and more about what the modification is for and the side effects (if any) from that modification. Neither is ever really explained.   If you have any more question let me know. I work for the Specialty Food Association in NYC. ","Evaluate evidence ","Evaluate reason","Discount anecdotes ","","","",NA,NA,2,5,4,2,3,2,2,7,2,7,1,7,2,1,6,6,5,"Independent Lean Democrat","Very liberal","United States of America","No",5,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",-2,0,29.2034820457018,2.83333333333333,NA,2.85714285714286,-0.570959121287871,-1.84647522379509,-2.41743434508296,15.241,90.132,"No","No","Yes",3,NA,"Evaluate evidence  Evaluate reason Discount anecdotes ","n",0
"578","14-10-19 20:43",36,33,11,64,5,4,4,"The provided article successfully made me rethink my initial opinion, but I would still need to do my own research in order to form a more solid opinion. With what is provided it's hard for me to blindly accept that what I am reading is true.","Look to multiple sources","Identify substantial research","Try to identify bias","","","",NA,NA,4,5,4,4,5,4,4,6,3,6,3,6,2,4,5,3,4,"Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Secondary school / GCSE","Consensus",-25,31,-14.7965179542982,1.33333333333333,NA,4.28571428571429,-1.14191824257574,-0.923237611897546,-2.06515585447329,12.441,74.506,"No","No","No",2,NA,"Look to multiple sources Identify substantial research Try to identify bias","n",1
"579","14-10-19 20:46",-41,91,-82,91,4,3,5,"Despite the research results, I still prefer to consume food that is not genetically engineered. For instance, I have a wheat allergy. What is a certain food has been engineered using wheat? I know it might sound far-fetched that this modified food could harm me, but I don't want to take that chance.","I look at research.","I try to cross check the research with other findings.","I read articles that attempt to debunk the claims.","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,1,5,3,3,5,3,3,5,2,7,1,5,2,1,4,3,7,"Independent Lean Republican","Conservative","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-41,0,-91.7965179542982,2.16666666666667,7,3.28571428571429,0.570959121287871,0.923237611897546,1.49419673318542,125.497,82.582,"Yes","Yes","No",0,3,"I look at research. I try to cross check the research with other findings. I read articles that attempt to debunk the claims.","n",0
"580","14-10-19 20:51",100,70,100,82,7,7,7,"I believe humans should not be consuming genetically engineered food as it is unnatural and sure to cause long-term effects on the human body.","See if the person is credible","where did the person get their information","","","","",NA,NA,3,2,4,5,6,5,3,6,5,7,2,6,2,1,3,6,5,"Independent","Liberal","United States of America","Yes",7,NA,NA,NA,"Secondary school / GCSE","Consensus",0,12,49.2034820457018,1.83333333333333,NA,4,0,-0.923237611897546,-0.923237611897546,10.616,62.835,"No","Yes","No",1,NA,"See if the person is credible where did the person get their information ","n",0
"581","14-10-19 20:49",52,9,53,95,7,5,6,"I was asked if I believed it,  and I do,  based on the secrecy at the start. ","compare it to what I think I know","ask if it makes sense","who is making the claim and do they have motives","","","",NA,NA,4,5,4,4,4,4,5,6,1,7,1,7,2,2,5,4,6,"Independent","Moderate","United States of America","No",7,NA,NA,NA,"Secondary school / GCSE","Control",1,86,1.20348204570185,2.66666666666667,NA,4.28571428571429,0,0,0,13.685,107.417,"Yes","No","No",1,NA,"compare it to what I think I know ask if it makes sense who is making the claim and do they have motives","n",1
"582","14-10-19 20:45",20,55,10,70,5,4,6,"This is an area I  am really unsure about. I honestly do not know how to feel or what to think about genetically engineered foods. I'm very much in the middle of the spectrum (unsure/don't know), but tend to lean toward it being worse than non-GE food. However, the short article on the banana crops swayed me a bit and made me think a little deeper about the pros and cons of genetically engineered food. It seems like 'natural' is the key word in food and health, so something that is 'genetically engineered' seems to go directly against 'natural'. It's a mindset that has been, in a way, fashioned by society very early in life, which makes it difficult to trust genetically engineered foods. It's definitely an area that I wish to learn more about. ","Identify a named source (name of a study or researcher) and the outlet reporting the information","Time permitting, conduct independent research using the named source and/or name of the study","Use gut instinct","","","",NA,NA,2,4,3,3,5,4,2,6,1,7,2,7,2,1,4,1,5,"Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"Doctorate degree (PhD/MD/other)","Control",-10,15,-30.7965179542982,2.66666666666667,NA,3.28571428571429,-1.14191824257574,-0.923237611897546,-2.06515585447329,19.651,113.178,"Yes","Yes","Yes",1,NA,"Identify a named source (name of a study or researcher) and the outlet reporting the information Time permitting, conduct independent research using the named source and/or name of the study Use gut instinct","n",1
"583","14-10-19 21:10",50,9,50,9,6,4,6,"This is because I have not seen any proven scientist studies from a large sample size that has proved this true. However, my knowledge and experience believes that GE foods are bad.","Analyze","Assess","","","","",NA,NA,4,4,4,5,5,5,4,6,4,6,3,6,2,3,5,4,5,"Independent","Moderate","United States of America","Yes",6,NA,NA,NA,"Secondary school / GCSE","Control",0,0,-0.796517954298153,1.33333333333333,NA,4.42857142857143,0,0,0,6.536,37.873,"Yes","Yes","No",0,NA,"Analyze Assess ","n",0
"584","14-10-19 21:02",62,92,-21,94,6,4,5,"I am concerned that unforeseen circumstance or consequence could arise via cross pollination or similar vectors that could affect the chain of life in other plants or even species that consume them. I believe in science and understand the need for enhanced food production but do not 100% trust GE foods. ","Verify source of claim","Study counter claims","Verify source of counter claims","","","",NA,NA,4,5,3,4,6,4,4,6,2,6,3,6,2,2,4,2,6,"Independent Lean Democrat","Liberal","United States of America","No",6,NA,NA,NA,"College / A levels","Consensus",-83,2,11.2034820457018,1.83333333333333,NA,4.28571428571429,-0.570959121287871,-0.923237611897546,-1.49419673318542,36.485,185.284,"No","No","Yes",3,NA,"Verify source of claim Study counter claims Verify source of counter claims","n",1
"585","14-10-19 20:53",40,70,30,92,7,4,5,"I don't really know, but I feel as if genetically modified foods could be worse because I don't quite understand tampering with food that grows one way to make it impervious to things that would have killed it previously.  We absorb all the nutrients we need from food and I feel like things that have been genetically modified will react differently to different people and cause unseen problems. ","Check to see if a claim is from a reputable source","Check to see who is sharing the information","","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,2,4,3,3,5,4,4,6,1,7,1,6,2,1,5,3,6,"Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"College / A levels","BoostPlus",-10,22,-10.7965179542982,2.66666666666667,7,3.57142857142857,-1.14191824257574,-0.923237611897546,-2.06515585447329,168.026,85.08,"No","No","Yes",3,3,"Check to see if a claim is from a reputable source Check to see who is sharing the information ","n",1
